Job Title,Company,Location,Experience,Min Experience,Max Experience,Salary Label,Min Salary (INR),Max Salary (INR),Job Role,Skills
Data Analyst - AI & Bedrock Specialization,Tekskills,Pune,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"Natural Language Processing, Data Analysis, Data Analytics, Machine Learning, ML, Bedrock"
Data Analyst - AI & Bedrock Specialization,Tekskills,Kolkata,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"Natural Language Processing, Data Analysis, Data Analytics, Machine Learning, ML, Bedrock"
Data Analyst,Sourceease Hr Services,Delhi / NCR,1-3 Yrs,1,3,3-4 Lacs,300000.0,400000.0,Data Science & Analytics - Other,"Power Bi, Data Analytics, SQL"
Data Analyst,Han Digital Solution,Vijayawada,1-2 Yrs,1,2,Not Disclosed,0.0,0.0,Data Analyst,"SAP, Trend analysis, power bi, Data analytics, Data Analyst, Budgeting, Vendor, Forecasting, Inventory, Auditing"
Data Analyst,Capgemini,Hyderabad,6-10 Yrs,6,10,Not Disclosed,0.0,0.0,Business Intelligence & Analytics - Other,"Data Validation, Hadoop, User Acceptance, Agile Process, Unix Operating System, SQL, Data analyst"
Immediately Hiring - Data Analyst,Millennium Organisation,Mumbai (All Areas),2-4 Yrs,2,4,3-6 Lacs,300000.0,600000.0,Data Science & Analytics - Other,"Power Bi Reports, Pivot Table, Data Analysis, Formulas, Power Bi Dashboards"
Data Analyst,Bromine Infotech,Bengaluru,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Analyst,"python, r, tableau, data analysis, analysis tools, power bi, communication skills"
Automation & Data - Analyst,JPMorgan Chase Bank,Bengaluru,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Analyst,"Change management, Automation, metadata, Data management, Financial reporting, Senior Executive, Access management, Analytical, Data quality, Python"
Staff Specialist / Data Analyst,Infineon,Bengaluru,5-8 Yrs,5,8,Not Disclosed,0.0,0.0,Data Analyst,"python, data analysis, modeling, business requirements, mathematics, presentation skills, pyspark, data integrity, dashboards, sql"
Data Analyst,Indegene,Bangalore Rural,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,BI Developer,"DAX, Excel"
"Auth Fraud Supervisor- Data Analyst, UIDAI/Bengaluru",National Institute for Smart Government (NISG),Bengaluru,6-10 Yrs,6,10,13-23 Lacs,1300000.0,2300000.0,IT & Information Security - Other,"R, Identity fraud, Business Analysis, Data Analysis"
Data Analyst 3,Lam Research,Bengaluru,7-9 Yrs,7,9,Not Disclosed,0.0,0.0,Data Analyst,"Supply chain, Automation, Data analysis, Business analytics, Flex, power bi, Troubleshooting, Data mining, SQL"
Data Analyst - BLR,Photon,Bengaluru,6-9 Yrs,6,9,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Business analysis, Trend analysis, data governance, Data quality, Informatica, Quality tools, Financial services, Analytics, SQL"
Data Analyst,Business Brio,Kolkata,1-2 Yrs,1,2,Not Disclosed,0.0,0.0,Data Analyst,"Graphics, Minitab, Front end, RDBMS, MySQL, SPSS, Macros, Analytics, Python"
Data Analyst,Business Brio,Kolkata,1-2 Yrs,1,2,Not Disclosed,0.0,0.0,Data Analyst,"Graphics, Minitab, Front end, RDBMS, MySQL, SPSS, Macros, Analytics, Python"
Data Scientist/Data Engineer/Data Analyst,Indium Software,Chennai,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Engineer,"Performance tuning, Data validation, GIT, Data modeling, Analytical, Machine learning, Data processing, Apache, Monitoring, Python"
Data Analyst,Tata International,New Delhi,1-5 Yrs,1,5,1-5 Lacs,100000.0,500000.0,Data Analyst,"Dashboards, Marketing Analytics, Sales Analytics"
Data Analyst,TP,Gurugram,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"Customer Service, Sales, Customer Experience, Customer Experience Management, Sales Targets, Contact Center, Software Installation, Troubleshooting, Call Center"
Data Analyst,Bajaj Finance,Pune,1-2 Yrs,1,2,Not Disclosed,0.0,0.0,Data Analyst,"security compliance, project management, cloud services, issue resolution, information security, cloud platform, caching, root cause analysis, analytics, cloud, compliance"
Data Analyst,Lloyds Technology Centre India,Hyderabad,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"Change management, Usage, Data management, GCP, Management systems, Project management, Design development, Support services, SQL, Python"
Data Analyst,Lloyds Technology Centre India,Hyderabad,2-6 Yrs,2,6,Not Disclosed,0.0,0.0,Data Analyst,"Change management, Data management, Management systems, IT security, Strategic planning, Support services, Data Analyst, Risk management, Data warehousing, SQL"
Data Analyst,Lloyds Technology Centre India,Hyderabad,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"Change management, Data management, Management systems, IT security, Strategic planning, Support services, Data Analyst, Risk management, Data warehousing, SQL"
Data Analyst,Lloyds Technology Centre India,Hyderabad,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"Change management, Data management, Management systems, IT security, Strategic planning, Support services, Data Analyst, Risk management, Data warehousing, SQL"
Data Analyst | ETL | Informatica - Hyderabad (Female candidates),Infosys,Hyderabad,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"Etl Pipelines, Data Quality, Data Pipeline, Informatica, Data Warehousing, Data Modeling, Data Integration, ETL"
Data Analyst,Rpa Infotech,Gurugram,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, MS SQL, Excel, Bfsi, Business analytics, Postgresql, MySQL, Predictive modeling, Data Analyst, Data mining"
Data Analyst,Tata Consultancy Services,Hyderabad,5-10 Yrs,5,10,10-20 Lacs,1000000.0,2000000.0,Other,"Data Transformation, Data Validation, Data Analysis, ETL, Data Mapping, SQL, Data analyst"
GSS Data Analyst,Schlumberger India Technology Centre Pvt. Ltd,Pune,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Analyst,"Service delivery, PSD, Safety training, Data Analyst, HSE, Sensors, Risk analysis, Monitoring"
Educational Data Analyst,Udaan Skills,Remote,1-5 Yrs,1,5,Not Disclosed,0.0,0.0,Data Analyst,"Analytical skills, Skill development, Data Analyst, Mathematics, Product research, Statistics, Monitoring, Testing"
Data Analyst,Mindfount Infotech,Noida,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Marketing analytics, tableau, Google Analytics, Statistical analysis, Excel, power bi, Data Analyst, Statistics, SQL"
Data Analyst,Tata Consultancy Services,Chennai,6-10 Yrs,6,10,Not Disclosed,0.0,0.0,Data Engineer,"Power Bi, Artificial Intelligence, Statistical Modeling, Machine Learning, Python, Data Analysis"
Data Analyst,Hitachi Digital Services,Hyderabad,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"communication skillsbusiness requirements, data analysis, analytical, time management, statistics, sql"
Data Analysts,Icare Academy Hyderabad,Hyderabad,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"analytics reporting, Automation, Data validation, C, Sales, Business analytics, Management, CSAT, digital transformation, Reporting tools"
Data Analyst,Godrej koerber Supply Chain Ltd,Mumbai,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Analyst,"Computer science, Process optimization, Excel, Analytical, Data collection, Data quality, Information technology, SQL, Logistics, Python"
Data Analyst I,Fluor,Gurugram,20-25 Yrs,20,25,Not Disclosed,0.0,0.0,Data Analyst,"3D, Administration, Staffing, Data Analyst, Management, Cost"
Data Analyst,Rockwell Automation,Pune,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Analyst,"Computer science, Automation, SAP, Production support, Hyperion, Agile, Analytics, SQL, CRM, Python"
Data Analyst,Bright Infotech,Mumbai,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"tableau, Excel, power bi, Data Analyst, SQL, Python"
Data Analyst,Pioneer Infotech,Mumbai,2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Data Analyst,"Computer science, Data analysis, PDF, data science, Analytical, power bi, Data quality, data visualization, SQL, Python"
Data Analyst,Saviynt,Bengaluru,2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Data Analyst,"Automation, Data analysis, Data quality, Business strategy, data visualization, Operations, Analytics, SQL, Python"
Data Analyst,TVS Motor,Bengaluru,2-3 Yrs,2,3,Not Disclosed,0.0,0.0,Data Analyst,"python, data analysis, mathematics, bi, strong analytical skills, power bi, business analysis, problem solving, dashboards, sql"
Data Analyst,Maruti Suzuki,Bengaluru,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Technical writing, Analytical, Cognos, Data mining, cisco, Analytics, Monitoring, SQL, Python"
Data Analyst,Gokaldas Exports,Bengaluru,8-12 Yrs,8,12,Not Disclosed,0.0,0.0,IT & Information Security - Other,Power Bi
DATA ANALYST,Scaleup Mission IT services,Bengaluru,3-4 Yrs,3,4,Not Disclosed,0.0,0.0,Data Analyst,"Operations management, Operations Analyst, Data Analyst, HR, Business strategy"
Data Analyst,Grid Dynamics,Bengaluru,2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Data Analyst,"Version control, GIT, GCP, MySQL, Cost management, Data processing, Data Analyst, Medical insurance, Analytics, SQL"
Engineer I - Postgres Developer and Data Analyst,American Express Global Business Travel,Bengaluru,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Analyst,"Data migration, Data analysis, Expense management, Analytical, Customer service, Business intelligence, Operations, Analytics, Recruitment, SQL"
Data Analyst,Rapsys Tech Solutions,Bengaluru,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Analyst,"Unix, Usage, GIT, GCP, Datastage, Control-M, Data Analyst, Data warehousing, SQL, Python"
Data Analyst,Smiths Detection,Bengaluru,2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Software Development - Other,"ERP, SAP, Aviation, Analytical, Billing, DNS, HTML, Recruitment, Data extraction, Salesforce"
Engineer - Methods & Tools (Data Analyst),Premium Aerotec,Bengaluru,6-11 Yrs,6,11,Not Disclosed,0.0,0.0,Data Engineer,"PLM, ERP, Data analysis, Change management, Data modeling, Agile, Scrum, Analytics, SQL, Python"
Data Analyst,S&P Global Market Intelligence,Ahmedabad,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"Java, Accounting, Analytical Skills, Sigma, Microsoft Office, Data Collection, Research, Workforce Planning, Supply Chain, Recruitment, Data Analyst"
Apprentice - Data Analyst,S&P Global Market Intelligence,Mumbai,1-2 Yrs,1,2,Not Disclosed,0.0,0.0,Data Analyst,"Financial Reporting, Sap, Compliance, Dispute Resolution, Finance, Research, Supply Chain, Financial Operations, Recruitment, Provident Fund, Data Analyst"
"Online Data Analyst - ""Punjabi""",TELUS Digital,India,2-5 Yrs,2,5,"50,000",50000.0,50000.0,IT Support - Other,"English, Data Analysis, Mapserver, Google Maps"
Data Analyst,Persistent,Pune,5-8 Yrs,5,8,Not Disclosed,0.0,0.0,IT Infrastructure Services - Other,database
Data Analyst L3,CGI,Mumbai,7-12 Yrs,7,12,Not Disclosed,0.0,0.0,Database Analyst,"python, oracle, data analysis, sqlite, data mining, ai, accounting, machine learning, sql, elasticsearch, data analyst"
Data Analyst - Chinese,S&P Global Market Intelligence,Gurugram,2-4 Yrs,2,4,Not Disclosed,0.0,0.0,Data Analyst,"Trade, Communication Skills, Private Equity, Capital Markets, Secondary Research, Finance, Process Improvement, Research, Analytics, Venture Capital, Data Analyst"
Hiring For Data Analyst,Virtusa,Hyderabad,5-10 Yrs,5,10,6.5-16.5 Lacs,650000.0,1650000.0,Data Science & Analytics - Other,"Bigquery, Csv, Data Analyst, JSON, Tableau, Looker, SQL"
Data Analyst,CGI,Hyderabad,5-8 Yrs,5,8,7-17 Lacs,700000.0,1700000.0,Data Engineer,Data Analysis
Data Analyst Outsourcing Services,Mazars,Jaipur,2-3 Yrs,2,3,Not Disclosed,0.0,0.0,Data Analyst,"Administration, Automation, Data validation, Manager Quality Assurance, Excel, data security, Standard operating procedures, Outsourcing, IT management, Data entry"
Data Analyst,Millennium Organisation,Mumbai (All Areas),2-4 Yrs,2,4,3-6 Lacs,300000.0,600000.0,Data Science & Analytics - Other,"Power Bi Reports, Pivot Table, Data Analysis, Formulas, Power Bi Dashboards"
Data Analyst,Photon,Chennai,8-13 Yrs,8,13,Not Disclosed,0.0,0.0,Data Analyst,"tableau, power bi, Data Analyst, SQL, Python"
Data Analyst,Reliance Games,Pune,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,System Analyst,"Communication Skills, R, Social Media, Analytical Skills, Data Analysis, Data Visualization, Data Analyst, Tableau, Python, Sql"
Data Analyst,Umanist India,Navi Mumbai,9-11 Yrs,9,11,22.5-35 Lacs,2250000.0,3500000.0,"Merchandising, Retail & eCommerce - Other","EDA, GCP, Postgresql, Pandas, Plotly, E-commerce, Numpy, SQL, Python, Azure Cloud"
Data Privacy Analyst,Indusind Bank,Mumbai (All Areas),7-10 Yrs,7,10,20-25 Lacs,2000000.0,2500000.0,Chief Information Security Officer (CISO),data protection
Data Analyst,Cxc Global Com,Hyderabad,10-15 Yrs,10,15,18-33 Lacs,1800000.0,3300000.0,Data Science & Analytics - Other,GenAI
Data Analyst,Viaprom Technologies,Bengaluru,2-4 Yrs,2,4,Not Disclosed,0.0,0.0,Data Analyst,"python, data analysis, mathematics, version control, data processing, power bi, numpy, sql, pandas, analytics, data analyst"
Data Analyst,Dayforce,Bengaluru,2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Data Analyst,"Computer science, Payroll, Manager Quality Assurance, Version control, Data management, Machine learning, Workflow, Scheduling, Data quality, Python"
Data Analyst,Pico Xpress,Bengaluru,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Analyst,"data pipelines, Data management, Data Analysis, data analyst"
Data Analyst,Tata Technologies,Pune,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Analyst,"snowflake, data analysis, power bi, regulatory compliance, sales, marketing, tableau, etl pipelines, automation, data science, data analyst"
Data Analyst,Bahwan CyberTek,Chennai,3-4 Yrs,3,4,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Manager Quality Assurance, Version control, GIT, Information security, Data quality, Analytics, Reporting tools, SQL, Python"
Data Analyst,Stack Digital,Hubli,4-9 Yrs,4,9,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Agile scrum, Data Analyst, FMCG, microsoft, consumer goods, Data warehousing, Analytics, SQL, data profiling"
Data Analyst,Simply Vyapar Apps,Bengaluru,2-4 Yrs,2,4,Not Disclosed,0.0,0.0,Data Analyst,"database maintenance, python, data analysis, sas, bi, power bi, problem solving, business intelligence, dashboards, sql"
Data Analyst,Bahwan CyberTek,Chennai,3-4 Yrs,3,4,Not Disclosed,0.0,0.0,Data Analyst,"data, data validation, bi, azure data factory, data pipeline, sql, analytics, git, oracle adf, writing"
Data Analyst,Cava Athleisure,Bengaluru,2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Data Analyst,"Customer acquisition, Automation, SMS, Data quality, Rate analysis, Forecasting, Marketing strategy, Analytics, CRM, SQL"
Data Analyst,Lobotus Technology,Bengaluru,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Analyst,"Basic, Excel, VLOOKUP, Data processing, Data Analyst"
Data Analyst,Ecolab Global Services,Pune,6-8 Yrs,6,8,Not Disclosed,0.0,0.0,Data Analyst,"data analysis, data systems, data governance, etl, elt, sql, data analyst"
Data Analyst,Laundryheap Limited,Bengaluru,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Automation, Analytical, Data processing, Data structures, Forecasting, Analytics, SQL, Logistics, Python"
Data Analyst,Drishti Ferry,Mumbai,2-7 Yrs,2,7,Unpaid,,,Data Analyst,"Computer vision, Image processing, Intern, Database management, Machine learning, Programming, Data Analyst, Information technology, Python"
Data Analyst,Cantik Technologies Pvt Ltd,Hyderabad,7-15 Yrs,7,15,Not Disclosed,0.0,0.0,Data Analyst,"FX, Data Governance, Trade Finance, Corporate Lending, Swaps, Treasury, Data Flow, Requirement Gathering, Sql, Python, Data Analysis"
Data Analyst,Q-DAT IT SOLUTIONS PVT. LTD.,Bengaluru,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Business Analyst,"database maintenance, data analysis, strong analytical skills, documentation, problem solving, dashboards, database administration, excel, operations, advanced excel"
Data Analyst,Indium Software,Bengaluru,1-5 Yrs,1,5,Not Disclosed,0.0,0.0,Data Analyst,"SQL queries, Automation, Data analysis, Usage, Analytical, Data Analyst, Management, Python, Data extraction"
Data Analyst (AI & Data Platform),"Everbridge, Inc.",Bengaluru,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Coding, Business analytics, Analytical, Workflow, Business intelligence, Forecasting, Analytics, Recruitment, SQL"
Splunk Data Analyst,Apptad,Bengaluru,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"Data Analysis, Tableau, Data Lake"
Data Analyst (Databricks),Everforth Quinnox,Bengaluru,4-9 Yrs,4,9,Not Disclosed,0.0,0.0,Other,"Adls Gen2, Azure Synapse, Pyspark, adf, GIT, Ci/Cd, Python, Power Bi"
Compliance Data Analyst,Payoneer,Bengaluru,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Analyst,"risk management, data analysis, strong analytical skills, credit card operations, pivot table, business analysis, vlookup, workforce management, business intelligence, excel"
Treasury Data Analyst,Payoneer,Bengaluru,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"python, macros, data analysis, modeling, power bi, data automation, data pipeline, regulatory reporting, dashboards, business intelligence"
Data Analyst - I,Pice App,Bengaluru,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"Automation, Product engineering, query optimization, orchestration, Postgresql, OLAP, Stakeholder management, Analytics, SQL, Python"
PMO/Data Analyst,Mastek,Navi Mumbai,1-2 Yrs,1,2,Not Disclosed,0.0,0.0,IT Consulting - Other,"Lookup, Pivot, MIS Reporting, VLOOKUP"
Data Analyst,Quarks Technosoft,Bengaluru,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Google Analytics, Web analytics, Business analysis, Business analytics, Analytical, Consulting, Business case, Operations, SQL"
Data Analyst III,Skan,Bengaluru,6-11 Yrs,6,11,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, SSRS, OLAP, SSIS, Business intelligence, microsoft, Data mining, Analytics, SQL, Python"
Data Analyst,Barracuda Networks,Bengaluru,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"Data validation, Manager Quality Assurance, Business analytics, Analytical, Data quality, Business intelligence, Troubleshooting, Analytics, SQL, Python"
Data Analyst Compliance.New York Compliance,Mashreq Global Services,Bengaluru,5-7 Yrs,5,7,Not Disclosed,0.0,0.0,Data Analyst,"Automation, Production support, MIS, Analytical, PLSQL, Stored procedures, Macros, Monitoring, Financial services, Auditing"
Data Analyst,Diverse Lynx,Bengaluru,6-10 Yrs,6,10,Not Disclosed,0.0,0.0,Data Analyst,"Computer science, Data management, spark, Analytical, Senior Data Analyst, Data structures, Data processing, power bi, data privacy, Stakeholder management"
"Data and Tech Analyst, EIP, Livelihood Program",The/Nudge Institute,Guwahati,8-13 Yrs,8,13,Not Disclosed,0.0,0.0,Data Analyst,"python, macros, data analysis, data analytics, data management, data mining, predictive analytics, power bi, machine learning, sql"
Data Analyst - I,Pice App,Bengaluru,1-2 Yrs,1,2,Not Disclosed,0.0,0.0,Data Analyst,"Automation, Postgresql, Analytical, OLAP, Data processing, Data quality, Data Analyst, Operations, Python, Junior Data Analyst"
Data Analyst,Swiss Re,Bengaluru,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"rally, azure devops, communication skills, jira"
Data Analyst,Hyperthink Systems,Bengaluru,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Data management, Project management, Machine learning, Data mining, Analytics, SQL, Python, SCADA"
Data Analyst,Neuralix Ai,Bengaluru,2-6 Yrs,2,6,Not Disclosed,0.0,0.0,Data Analyst,"Computer science, Data analysis, Trend analysis, Machine learning, Data collection, Predictive modeling, Data quality, Forecasting, SQL, Python"
Data Analyst,Growtharc Technologies,Bengaluru,8-13 Yrs,8,13,Not Disclosed,0.0,0.0,Business Analyst,"Root cause analysis, Excel, Sales operations, Agile scrum, Business Analyst, Business Data Analyst, Supply chain operations, Corporate finance, User acceptance testing, Business operations"
Data Analyst,Diverse Lynx,Bengaluru,5-7 Yrs,5,7,Not Disclosed,0.0,0.0,Data Analyst,"Basic, Excel, Senior Data Analyst, power bi, data visualization, AWS, SQL, Python, Scripting"
Data Analyst,Xoom,Bengaluru,1-6 Yrs,1,6,Not Disclosed,0.0,0.0,Data Analyst,"Procurement, Automation, Business objects, Excel, Management consulting, Stored procedures, Analytics, Financial services, Recruitment, SQL"
Data Analyst,Diverse Lynx,Bengaluru,5-8 Yrs,5,8,Not Disclosed,0.0,0.0,Data Analyst,Data Analyst
Data Analyst - People Success,Regalix,Bengaluru,2-6 Yrs,2,6,Not Disclosed,0.0,0.0,Data Analyst,"Career development, Data analysis, Analytical, power bi, Data Analyst, Advanced Excel, Business intelligence, Macros, Operations, performance measurement"
Data Governance and Data Analyst,Clifyx Technology,Bengaluru,7-12 Yrs,7,12,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Data management, Analytical, Billing, data governance, Data quality, JSON, data visualization, Downstream, SQL"
Data Analyst,Awesome Analytics,Kolkata,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"excel, macros, data analysis, vba, mis, advanced excel, msbi"
Data Analyst,Magic Bus,Noida,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Analyst,"data analysis, data management, dashboard development, data mining, presentation skills, pivot table, vlookup, analysis, excel, data presentation"
Data Analyst,Skit.ai,Bengaluru,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"Product Analyst, Product quality, Data analysis, Google Analytics, Customer satisfaction, Machine learning, Agile, Data Analyst, SQL, Python"
Data Analyst,Exzeo Software,Kolkata,4-5 Yrs,4,5,Not Disclosed,0.0,0.0,Data Analyst,"GIS, IT services, Postgresql, Analytical, JSON, MongoDB, Selenium, Analytics, SQL, Python"
Data Analyst,Ahana Systems & Solutions,Bengaluru,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"Automation, Process improvement, Marketing campaigns, model development, Data Analyst, banking products, Operations, Business banking, Analytics, Python"
Data Analyst,Altek Institution,Bengaluru,8-13 Yrs,8,13,Not Disclosed,0.0,0.0,Data Analyst,"Training, Data Analyst, Teaching"
Data Analyst,Pradeepit Consulting Services,Bengaluru,5-7 Yrs,5,7,Not Disclosed,0.0,0.0,Data Analyst,"SQL queries, Data analysis, Data Analyst, Data quality, data integrity, Mathematics, Informatica, Data warehousing, Statistics"
Data Analyst,Aeries Technology,Bengaluru,3-6 Yrs,3,6,Not Disclosed,0.0,0.0,Data Analyst,"driving, ssrs, power bi, data structures, etl, sql, communication skills, statistics"
Data Analyst,Superk,Bengaluru,1-2 Yrs,1,2,Not Disclosed,0.0,0.0,Data Analyst,"ERP, Data analysis, Demand planning, Demand forecasting, Process improvement, Online sales, Data Analyst, Analytics, SQL, Python"
Data Analyst,Etomate Technology,Bengaluru,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"Business process, Process automation, ERP, process integration, Project management, Business analytics, Business intelligence, Macros, Analytics, CRM"
Data Analyst,Clifyx Technology,Bengaluru,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"Billing, Data Analyst, microsoft"
Data Analyst,Thoucentric,Hubli,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Analyst,"Unix, Data analysis, Automation, Web analytics, Analytical, Consulting, Data processing, Windows, Adobe, SQL"
Splunk Data Analyst with Data Lake +SQL,Apptad,Hyderabad,5-9 Yrs,5,9,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"Amplitude, complex SQL, Tableau, Data Lake"
Data Analyst,Logic Planet,Bengaluru,3-12 Yrs,3,12,Not Disclosed,0.0,0.0,Business Analyst,"Analytical skills, Data analysis, Mentor, Application development, Application Lead, data visualization, Management"
Data Analyst ( Tableau ),Biz Tecno,Chandigarh,4-9 Yrs,4,9,Not Disclosed,0.0,0.0,Data Analyst,"tableau, query optimization, Business Analyst, data science, Analytical, Data Analyst, Windows, SQL, Python, alteryx"
Data Analyst,Logic Planet,Kolkata,3-6 Yrs,3,6,Not Disclosed,0.0,0.0,Data Analyst,"llm, data analyst, finance, healthcare"
Data Analyst,Chidhagni Consulting,Bengaluru,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"microsoft office, emerging technologies, data analysis, design, statistical modeling, process improvement, visualization tools, data visualization, communication and interpersonal skills, machine learning"
Data Analyst,Indium Software,Bengaluru,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, tableau, KPI, power bi, Data Analyst, data visualization, Stakeholder management, SQL, Python, performance measurement"
Data Analyst,Coforge,Greater Noida,2-4 Yrs,2,4,Not Disclosed,0.0,0.0,Healthcare & Life Sciences - Other,"Life Sciences, Healthcare Domain, Data Analysis, Power Bi"
Data Analyst,Miles,Bengaluru,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Analyst,"Computer science, Data analysis, Automation, Data validation, tableau, Analytical, Marketing operations, Data Analyst, Performance analysis, SQL"
Payer Data Analyst,Star4rall It Solutions,Kolkata,3-7 Yrs,3,7,Not Disclosed,0.0,0.0,Data Analyst,"Health insurance, Data analysis, Claims, Project estimation, Excel, Pharma, Agile, Healthcare, Data Analyst, data mapping"
data analyst,Etomate Technology,Bengaluru,2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Data Analyst,"Com, Relationship Executive, Excel, Star, Database, Data Analyst, Business intelligence, Macros, Business Executive, Analytics"
Data Analyst,CAMSDATA,Bengaluru,2-8 Yrs,2,8,Not Disclosed,0.0,0.0,Data Analyst,"tableau, Google Analytics, Excel, MIS, query, Cloud, Data Analyst, SQL, Python, Data extraction"
Wind Data Analyst,First Source Energy India,Bengaluru,2-3 Yrs,2,3,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Networking, Renewable energy, Mechanical, Data Analyst, wind energy, Data quality, Sensors, Cost, Electricals"
Data Analyst,Iflow,Bengaluru,6-11 Yrs,6,11,Not Disclosed,0.0,0.0,Data Analyst,"Statistical programming, Stakeholder Engagement, Data analysis, Analytical, Data collection, data visualization, Business intelligence, Continuous improvement, Operations, SQL"
Data Analyst,Plumgoodness,Bengaluru,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"insurance, modeling, bi, anomaly detection, fintech, dashboards, sql, salesforce, bi tools, automation"
Data Analyst,TLD Group,Bengaluru,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"erp, grafana, writing, power bi, erp user, communication skills, infor"
Data Analyst,Brickwork Ratings (BWR),Bengaluru,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Analyst,"MIS reporting, Loans, Bengali, Project finance, Analytical, Billing, Structured finance, Programming, data integrity, Credit rating"
Data Analyst,Gyantu,Kolkata,2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Data Analyst,"Training, E-learning, Database design, Analytical, Database, Data Analyst, Troubleshooting, Data mining, Monitoring"
Data Analyst,Bombay Play,Bengaluru,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Analytical, Social media, Market research, Business intelligence, Digital marketing, Gaming, Analytics, SQL, Python"
