Job Title,Company,Location,Experience,Min Experience,Max Experience,Salary Label,Min Salary (INR),Max Salary (INR),Job Role,Skills
Online Data Analyst Gujarati,TELUS Digital,Noida,0-5 Yrs,0,5,Not Disclosed,0.0,0.0,Data Analyst,"search engines, Data management, Data Analysis, online maps, online research, Gujarati"
Data Analyst Mechanical/Instrumentation,Idexcel,Bengaluru,4-7 Yrs,4,7,Not Disclosed,0.0,0.0,IT & Information Security - Other,"ERP, data management, Datasheets, Vendor Documents, Instrumentation, SLD, EAM, Oil And Gas, Chemical, Mechanical, Drawings"
Data Analyst with MDM,Clifyx Technology,Bengaluru,0-5 Yrs,0,5,Not Disclosed,0.0,0.0,Data Analyst,"Stakeholder Engagement, RFI, Data structures, software asset management, Business process mapping, Data Analyst, Windows, Vendor, microsoft"
Data Analyst,Conneqt,Mumbai (All Areas),9-13 Yrs,9,13,15-20 Lacs,1500000.0,2000000.0,Business Intelligence & Analytics - Other,"Business Intelligence, Power Bi, data cleaning, Master Data Management, Data Analysis, ETL, SAP MDM, Data Stewardship"
Data Analyst,Magellanic Cloud,Hyderabad,5-8 Yrs,5,8,8-18 Lacs,800000.0,1800000.0,Data Analyst,"Data Lakehouse, Python, Data Validation"
Data Analyst,Nineleaps,Bengaluru,2-4 Yrs,2,4,Not Disclosed,0.0,0.0,Data Analyst,"Automation, Product engineering, Analytical, Data Analyst, Data analytics, Business intelligence, Analytics, SQL, Python, Data interpretation"
Data Analyst,Lloyds Technology Centre India,Hyderabad,8-15 Yrs,8,15,Not Disclosed,0.0,0.0,Data Analyst,"Customer Advisor, Change management, Data management, Management systems, IT security, Strategic planning, Support services, Data Analyst, Data analytics, Risk management"
Data Analyst,Digital Glyde,Kolkata,0-3 Yrs,0,3,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Excel, Statistical analysis, Analytical, power bi, data integrity, Data Analyst, data visualization, SQL, Python"
DATA ANALYST / DATA EXECUTIVE,Anutech Solutions,Vijayawada,0-3 Yrs,0,3,Not Disclosed,0.0,0.0,Data Analyst,"Data Analyst, Data Executive"
Data Analyst,RR Groups,Bengaluru,0-1 Yrs,0,1,Not Disclosed,0.0,0.0,Data Analyst,"data analysis, modeling, documentation, bi, strong analytical skills, power bi, problem solving, dashboards, sql, excel"
Data Analyst,Anytime Logistic Delhi,Canada,2-4 Yrs,2,4,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"Data Analytics, Data Reporting, Data Analysis"
Data Analyst,CGI,Hyderabad,5-7 Yrs,5,7,8-18 Lacs,800000.0,1800000.0,Data Analyst,Data Analytics
Data Analyst,V Patrol,Gurugram,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"database maintenance, data analysis, modeling, bi, power bi, problem solving, data integrity, machine learning, data cleansing, providing training"
Data Analyst,Skylink Fibernet,Coimbatore,2-6 Yrs,2,6,Not Disclosed,0.0,0.0,Data Analyst,"Computer science, Data analysis, data science, Analytical, power bi, Database maintenance, Data Analyst, data visualization, SQL, Python"
Data Analyst,Healthworksai,India,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Infrastructure Architect,"Data Center Management, IT Infrastructure Management, ETL"
Data Analyst,Bicxo - Enterprise Performance Management,Thane,3-6 Yrs,3,6,Not Disclosed,0.0,0.0,Data Analyst,"database maintenance, python, data analysis, modeling, bi, documentation, power bi, problem solving, process improvement, machine learning"
Data Analyst,Aroha Technologies,Bengaluru,0-3 Yrs,0,3,Not Disclosed,0.0,0.0,Data Analyst,Data Analyst
Data Analyst,Grid Dynamics,Hyderabad,0-3 Yrs,0,3,Not Disclosed,0.0,0.0,Data Analyst,"Data modeling, Analytical, Corporate, Performance optimization, Data Analyst, Medical insurance, Analytics, SQL"
QC Data Analyst,Straive,Chennai,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Analyst,"ETL, Python"
Data Analyst,Kaba Group,New Delhi,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, data integrity, dashboards"
Data Analyst,Shell Infotech,Shillong,5-10 Yrs,5,10,8-18 Lacs,800000.0,1800000.0,Data Analyst,"Google Sheets, Advanced Excel, Pandas"
Data Analyst,Amgen Inc,Hyderabad,8-13 Yrs,8,13,Not Disclosed,0.0,0.0,Data Analyst,"Change Management, Biotechnology, Power Bi, Sales Operations, Tableau, Analytics, Onboarding, Business Analysis, Marketing, Process Documentation, Data Analyst"
TARIFF DATA ANALYST,Innover Digital,Bengaluru,0-5 Yrs,0,5,Not Disclosed,0.0,0.0,Data Analyst,"Supply chain, IT services, Trade, Management systems, Project management, Data Analyst, trade operations, Continuous improvement, Analytics, Logistics"
Data Analyst,Sia Partners,Mumbai,3-6 Yrs,3,6,Not Disclosed,0.0,0.0,Data Analyst,"Computer science, French, Analytical, Data Analyst, Corporate finance, SSIS, Business intelligence, microsoft, SQL, Python"
Excellent Job Opening  _ Data Analyst _ Chennai,Clover Infotech,Chennai,7-12 Yrs,7,12,Not Disclosed,0.0,0.0,IT Infrastructure Services - Other,"Financial Sector, Data analyst, Banking Sector, Data Modeling, ETL, SQL, Data Warehousing"
Data analyst,Dr Agarwals Eye Hospital,Mumbai,2-4 Yrs,2,4,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"VLOOKUP, Dashboards, Macros, HLOOKUP, MIS Reporting, PowerBI"
Data Analyst,TechBlocks,Hyderabad,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Analyst,"Power Bi, Debugging, Natural Language Processing, Ai, Looker, Machine Learning, Statistics, Sql, Business Analysis, Retail, Data Analyst"
Data Analysts,PRODAT,Bengaluru,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"hlookup, macros, python, data analysis, data management, data analytics, data validation, data mining, power bi, business analysis"
Data Analyst,Corporate Web Solutions,Bengaluru,1-4 Yrs,1,4,Unpaid,,,Data Analyst,"Computer science, Analytical skills, Data analysis, Data collection, Data Analyst, Data analytics, data visualization, Internship, SQL, Python"
Data Analyst,ExcelR,Bengaluru,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"excel, data extraction, data management, data analytics, data mining, predictive analytics, data visualization"
Data Analyst,Eduport,Kozhikode,0-1 Yrs,0,1,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Machine learning, Data processing, power bi, Predictive modeling, Data Analyst, Forecasting, SQL, Python, Data extraction"
Data Analyst,The Art Of Living Human Resources,Bengaluru,2-4 Yrs,2,4,Not Disclosed,0.0,0.0,Data Analyst,"database maintenance, python, data analysis, data analytics, oracle, spotfire, problem solving, dashboards, sql, data quality"
Data Analyst,Mudra Ooh,Bengaluru,2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Data Analyst,"database maintenance, macros, data analysis, data analytics, data mining, business analysis, power bi, dashboards, business intelligence, sales"
Data Analyst,Black Box,Bengaluru,4-8 Yrs,4,8,5-10 Lacs,500000.0,1000000.0,Data Analyst,"Data Analysis, Data Analytics, Data Reporting"
Transportation Data Analyst,ADVICS,Rohtak,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"database maintenance, data analysis, bi, documentation, power bi, problem solving, dashboards, database administration, transportation, excel"
Data Anonymization Analyst,Innova Solutions,Bengaluru,4-9 Yrs,4,9,Not Disclosed,0.0,0.0,Data Analyst,"Adam, Cdisc, SAS Programming, sdtm, python"
Data Analyst,Orcapod Consulting Services,Hyderabad,6-11 Yrs,6,11,5-11 Lacs,500000.0,1100000.0,Data Analyst,"Excellent Verbal And Written Communication Skills, Power Bi"
Data Analyst,Winfort,India,4-9 Yrs,4,9,8-17 Lacs,800000.0,1700000.0,Other,Power Bi
Data Analyst,Coforge,Noida,2-4 Yrs,2,4,Not Disclosed,0.0,0.0,Data Engineer,"Healthcare Domain, python, Tableau, ETL, Data Analytics, Power Bi"
Data Analyst,Naghavi Fintech,Bengaluru,5-9 Yrs,5,9,Not Disclosed,0.0,0.0,Data Analyst,"SAS, Cognos, TIBCO, power bi, Data analytics"
Statistician/Data Analyst,Two95 International,Bengaluru,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Analyst,"GIS, Data analysis, Data validation, Analytical, power bi, Data Analyst, Data analytics, data visualization, Statistics, SQL"
Data Analyst,Image Infosystems,Ernakulam,0 Yrs,0,0,2.75-3 Lacs,275000.0,300000.0,Data Science & Analytics - Other,"Data Analysis, Edge, SQL, Aiml"
Underwriter & Data Analyst,Maruti Insurance,Gurugram,1-5 Yrs,1,5,Not Disclosed,0.0,0.0,Underwriter,"Commercial Underwriting, Risk Analysis, Data Analysis, Risk Management, Underwriting"
Data Analyst,LKQ India,Bengaluru,3-6 Yrs,3,6,Not Disclosed,0.0,0.0,Data Analyst,"Data Wrangling, Data Cleansing, Tableau, Incorta, Machine Learning, Stock Analysis, SQL, Data Analysis, Dashboards, Power Bi"
Data Analyst,Medusind,Mumbai,1-6 Yrs,1,6,Not Disclosed,0.0,0.0,Data Analyst,"database maintenance, python, data analysis, modeling, sas, predictive analytics, problem solving, process improvement, machine learning, sql"
Data Analyst,HMH Technology Private Limited,Pune,2-4 Yrs,2,4,Not Disclosed,0.0,0.0,Data Analyst,"snowflake, sap, data analysis, steward, power bi, business analysis, business analyst, business intelligence, learning and development, sql, data analyst"
Data Analyst,Recruitrix Technologies,Hyderabad,0-2 Yrs,0,2,Not Disclosed,0.0,0.0,Data Analyst,"Graphics, Excel, Data management, Data Analyst, Statistics"
Data Analyst,Teplar Solutions,Coimbatore,0-4 Yrs,0,4,Not Disclosed,0.0,0.0,Non Tech Support - Voice / Blended,"Analytical, Litigation, Workflow, Customer support, Business Development Executive, Client interaction, Data Analyst, MS Office, Analytics, Python"
Data Analyst,Peroptyx,Remote,0-2 Yrs,0,2,Not Disclosed,0.0,0.0,Data Analyst,"Protection system, Independent Contractor, Analytical, Social media, Antivirus, Data Analyst, Research, Evaluator"
Data Analyst,Relinns,Mohali,0-3 Yrs,0,3,Unpaid,,,Data Analyst,"Computer science, Analytical skills, Data analysis, Statistical modeling, power bi, Data Analyst, Business strategy, data visualization, Data mining, SQL"
Data Analyst,Eduport,Kozhikode,0-1 Yrs,0,1,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Automation, Excel, Sales operations, Analytical, Data processing, data visualization, SQL, Data extraction, Python"
Data Analyst,Kaleesuwari Refinery and Industry (KRIPL),Madurai,0-3 Yrs,0,3,Not Disclosed,0.0,0.0,Data Analyst,Data Analyst
Data Analyst,Sociomix,New Delhi,0-5 Yrs,0,5,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Statistical analysis, Excel, Data Analyst, data visualization, SQL"
Data Analyst,Arcgate,Udaipur,0-5 Yrs,0,5,Not Disclosed,0.0,0.0,Data Analyst,Data Analyst
Data Analyst,Exly,Gurugram,0-3 Yrs,0,3,Not Disclosed,0.0,0.0,Data Analyst,"Computer science, Data analysis, tableau, Postgresql, SAAS, Agile, Healthcare, Data quality, Data mining, Python"
Data Analyst,Improx Data And Cloud Consulting,Pune,0-2 Yrs,0,2,Not Disclosed,0.0,0.0,Data Analyst,"Operations Analyst, Data management, Coding, Data collection, Test cases, Continuous improvement, Information technology, SQL, data profiling, Testing"
Data Analyst,Exly,Gurugram,0-4 Yrs,0,4,Not Disclosed,0.0,0.0,Data Analyst,"Computer science, Data analysis, tableau, Postgresql, SAAS, Agile, Healthcare, Data quality, Data mining, Python"
Data Analyst,Paramount Health Services,Thane,0-4 Yrs,0,4,Not Disclosed,0.0,0.0,Data Analyst,"Analytical skills, tableau, Machine learning, Data Analyst, Oracle, SQL, Python"
Data Analyst,Fireblaze Ai School,Ahmedabad,0-2 Yrs,0,2,Not Disclosed,0.0,0.0,Data Analyst,"Performance tuning, Automation, Data analysis, Data modeling, Analytical, Machine learning, Macros, SQL, Python, Data extraction"
Data Analysts / HTML Editor,I-tech Infonet,Rajkot,0-2 Yrs,0,2,Not Disclosed,0.0,0.0,Data Analyst,"Training, Adobe Acrobat, PDF, XML, Epub, HTML, Editor, Testing"
Data Analyst,Claight Corporation Expert Market Research,Noida,0-1 Yrs,0,1,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Data Analyst"
Data Analyst,Mr Technical Veer Digital Services,Lalitpur,0-3 Yrs,0,3,Not Disclosed,0.0,0.0,Data Analyst,Data Analyst
Data Analyst,Magic Infomedia,New Delhi,0-2 Yrs,0,2,Not Disclosed,0.0,0.0,Data Analyst,"Business Analyst, Data Analyst"
Data Analyst,Diensten Tech,Gurugram,0-1 Yrs,0,1,Not Disclosed,0.0,0.0,Data Analyst,Data Analyst
Data Analyst,Snware Research Services,Gurugram,0-3 Yrs,0,3,Not Disclosed,0.0,0.0,Data Analyst,"Data validation, Quality standards, Project tracking, Quality check, Debugging, query, Data Analyst, SPSS, Process management, Quality management"
Data Analyst,Zero Gravity Photography,Chennai,0-2 Yrs,0,2,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Business reporting, Data Analyst, Management"
Data Analyst - German,Numerator,Vadodara,0-7 Yrs,0,7,Not Disclosed,0.0,0.0,Data Analyst,"Training, Retail, Usage, Database, German, Data Analyst, Research, Data entry"
Data Analysts / HTML Editor,Ace Software Exports,Rajkot,0-4 Yrs,0,4,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"Training, Adobe Acrobat, XML, Epub, HTML, Editor, Testing"
Data Analyst,Net2Source LLP,Bengaluru,4-6 Yrs,4,6,Not Disclosed,0.0,0.0,Technology / IT - Other,"Data Analytics, Power Bi"
Data Analyst,Black And White Business Solutions,Hyderabad,8-13 Yrs,8,13,10-20 Lacs,1000000.0,2000000.0,Data Analyst,"Snowflake, Data Bricks, Tableau"
Data Analyst,Purview Services,Bengaluru,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"Genesys, Data quality, siebel, Salesforce, O2C"
Data Analyst,MS Guide World,Bengaluru,4-9 Yrs,4,9,Not Disclosed,0.0,0.0,Data Analyst,"Solution design, Data analysis, Data modeling, Healthcare, Data analytics, Business intelligence, Project delivery, Python, Recruitment"
Data Analyst,Ecolab Global Services,Pune,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Analyst,"Procurement, Compliance, Power Bi, Finance, Regression, Bi Tools, Process Improvement, Forecasting, Data Science, Data Quality, Data Analyst"
Data Analyst,Primohunt Corporate,Pune,0-3 Yrs,0,3,Not Disclosed,0.0,0.0,Data Analyst,"Analytical skills, Market study, Data analysis, Google Analytics, Coding, Database, Webtrends, Data Analyst, Business strategy, Rate analysis"
Data Analyst,Right Step Consulting,Gurugram,0-5 Yrs,0,5,Not Disclosed,0.0,0.0,Data Analyst,"Product management, ERP, Data analysis, PHP, Data Analyst, Open source, Data mining, SQL, CRM, Python"
S&C GN - Data&AI - Resources -  Analyst,Accenture,Bengaluru,4-8 Yrs,4,8,Not Disclosed,0.0,0.0,Data Analyst,"data analytics, natural language processing, data mining, predictive analytics, power bi, business intelligence, tableau, r, data science, predictive modeling, python"
Data Analyst ETL & Informatica- sv,Infosys,Hyderabad,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"Data Analytics, SQL, Informatica"
Data Analyst,Rohan Builders & Developers,Nagar,4-8 Yrs,4,8,Not Disclosed,0.0,0.0,Data Analyst,"database maintenance, data analysis, data analytics, data interpretation, design development, data mining, power bi, data collection, sql server, sql"
DATA - ANALYST,Justlead.in,Gurugram,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"python, data analysis, data analytics, strong analytical skills, pivot table, business analysis, vlookup, machine learning, strategic planning, sql"
DATA - ANALYST,Justlead.in,Chandigarh,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"python, data analysis, data analytics, strong analytical skills, pivot table, business analysis, vlookup, machine learning, strategic planning, sql"
DATA - ANALYST,Justlead.in,Noida,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"python, data analysis, data analytics, strong analytical skills, pivot table, business analysis, vlookup, machine learning, strategic planning, sql"
Data Analyst,Unity Small Finance Bank,Navi Mumbai,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"Power Bi, Data Visualization, cohort, SQL, Lending"
Data Analyst,IBS Software Services,Kochi,2-3 Yrs,2,3,Not Disclosed,0.0,0.0,Data Analyst,"python, data analysis, data analytics, data management, data mining, power bi, pivot table, business analysis, machine learning, business intelligence"
Data Analyst,Tex Corp,Gurugram,1-2 Yrs,1,2,3.5-5.5 Lacs,350000.0,550000.0,Data Analyst,"Data Interpretation, Data Management, Data Visualization, Advanced Excel, Dashboards, Data Analytics, Data Reporting, Data Analysis"
Data Analyst,CarTrade,Navi Mumbai,1-4 Yrs,1,4,5-7.5 Lacs,500000.0,750000.0,Business Intelligence & Analytics - Other,"Power Bi, Data Analytics, SQL"
Data Analyst - Invoice 360,Mostedge,Hyderabad,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"python, data analysis, data validation, mathematics, bi, pivot table, business analytics, dashboards, business intelligence, power query, Power BI"
Data Analyst,Apex 2000 INC,Pune,3-6 Yrs,3,6,Not Disclosed,0.0,0.0,Data Analyst,"python, macros, data analysis, data analytics, natural language processing, data mining, power bi, machine learning, dashboards, sql"
Data Analyst (Outbound Contact Centre),CIMET,Jaipur,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Operations - Other,Excel
Data Analyst,bp,Pune,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Analyst,"data analytics, data interpretation, Power BI, data reporting, data visualization, Databricks, machine learning, SQL, Python, Data Analysis"
Data Analyst,Squircle IT,Pune,4-7 Yrs,4,7,Not Disclosed,0.0,0.0,Data Analyst,"hlookup, macros, python, data analysis, data management, data analytics, data validation, sas, mathematics, pivot table"
Data Analyst,Cabirx Consulting Nashik,Remote,3-6 Yrs,3,6,Not Disclosed,0.0,0.0,Data Analyst,"python, data analysis, data analytics, sas, data mining, bi, predictive analytics, power bi, business analysis, pivot table"
Data Analyst,Shree Ajit,Vapi,2-6 Yrs,2,6,Not Disclosed,0.0,0.0,Data Analyst,"Problem-Solving, Data Interpretation, Data Manipulation, Data Analysis, Data Processing, Dashboards, Data Warehousing, Data Reporting, Power Bi"
Specialist- Data & Planning Analyst,Nordex Engineering And Technology,Chennai,6-8 Yrs,6,8,Not Disclosed,0.0,0.0,Data Analyst,"Supply chain, Material management, Data validation, operational support, Claims, Analytical, Maintenance Manager, Forecasting, Monitoring, Service operations"
GN-Chemicals&Natural Resources-Data AI-Analyst,Accenture,Bengaluru,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Analyst,"Etl Pipelines, Java, Business Intelligence, Compliance, Use Cases, Data Management, Llm, Sql, Data Quality, Sales, Ai"
Data Acquisition Analyst,Amgen Inc,Hyderabad,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"Biotechnology, Compliance, Clinical Operations, Data Management, Database Design, Vendor Management, Research, Data Integration, Life Sciences, Clinical Research, Data Acquisition"
Data Analyst,MAN TRUCK BUS,Pune,6-9 Yrs,6,9,Not Disclosed,0.0,0.0,Data Analyst,"microsoft power bi, advanced analytics, python, data analysis, modeling, sap, data analytics, software testing, amazon redshift, bi"
Data Analyst,Rohan Builders & Developers,Pune,4-8 Yrs,4,8,Not Disclosed,0.0,0.0,Data Analyst,"database maintenance, data analysis, data analytics, data interpretation, design development, data mining, power bi, data collection, sql server, sql"
Data Analyst,Aays Analytics,Gurugram,3-7 Yrs,3,7,Not Disclosed,0.0,0.0,Data Analyst,"Client solutions, SSRS, Consulting, Senior Data Analyst, Data analytics, SSIS, microsoft, SQL, Python, content research"
Data Analyst (BigQuery),Enfuse Solutions,Mumbai,2-4 Yrs,2,4,Not Disclosed,0.0,0.0,Data Analyst,"Data quality, Data analytics, Data Analyst"
Data Analyst,VNG Medical Innovation System,Mohali,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, data integrity, dashboards"
Data Analyst,UE Autotech (i),New Delhi,2-6 Yrs,2,6,Not Disclosed,0.0,0.0,Data Analyst,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, data integrity, dashboards"
Data Analyst,Yocreativ,Gurugram,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"database maintenance, python, data analytics, data analysis, data mining, predictive analytics, business analysis, power bi, machine learning, sql"
Data Analyst,Alcircle,Kolkata,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, data integrity, dashboards"
Data Analyst,Primo Tech,Mohali,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, data integrity"
Transportation Data Analyst,Azure Power,Hyderabad,3-7 Yrs,3,7,Not Disclosed,0.0,0.0,Data Analyst,"python, macros, data analysis, data analytics, data management, pivot table, power bi, business analysis, vlookup, machine learning"
Data Analyst with Hadoop,Asky Services Llp,Gurugram,5-7 Yrs,5,7,Not Disclosed,0.0,0.0,Data Analyst,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, data integrity, dashboards"
Data Analyst,Saven Technologies,Hyderabad,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Analyst,"RCA, Root cause analysis, Analytical, Social media, Data analytics, data visualization, Analytics, SQL, Python"
Data Analyst,TPM Consultants,New Delhi,3-7 Yrs,3,7,Not Disclosed,0.0,0.0,Data Analyst,"database maintenance, python, macros, data analysis, data analytics, predictive analytics, power bi, dashboards, sql, excel"
DATA ANALYST,Nutris Crop Solutions India,Satara,1-6 Yrs,1,6,Not Disclosed,0.0,0.0,Data Analyst,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, data integrity, dashboards"
Data Analyst,Goodwin Financial Holdings,Hyderabad,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, data integrity, dashboards"
Data Analyst,Hashtag Infosystem,Surat,3-6 Yrs,3,6,Not Disclosed,0.0,0.0,Data Analyst,"data analysis, data analytics, forecasting, bi, strong analytical skills, power bi, pivot table, business analysis, vlookup, demand planning"
IRR Liquidity PBR Data Analyst,Krazymantra It Solutions,Pune,6-10 Yrs,6,10,Not Disclosed,0.0,0.0,Data Analyst,"python, sql queries, data analysis, data analytics, sas, data mining, predictive analytics, machine learning, sql, tableau"
Data Analyst,Socialion Media,Navi Mumbai,1-6 Yrs,1,6,Not Disclosed,0.0,0.0,Data Analyst,"database maintenance, python, data analysis, data analytics, data mining, predictive analytics, business analysis, power bi, machine learning, sql"
Data Analyst,Disc Technology Services,Mumbai,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Analyst,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, data integrity"
Data Analyst,Freedom From Diabetes,Pune,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Analyst,"Computer science, Automation, Data modeling, Analytical, Data processing, Data analytics, Data quality, Business intelligence, SQL, Python"
Data Analyst,Facts N Data,Noida,3-6 Yrs,3,6,Not Disclosed,0.0,0.0,Data Analyst,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, data integrity, dashboards"
Data Analyst,Clustrex Data,Chennai,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, data integrity"
Data Analyst,Manufapp,New Delhi,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"python, data analysis, data analytics, data mining, power bi, problem solving, analysis, machine learning, dashboards, sql"
Data Analyst,Winzo,New Delhi,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Analyst,"Team management, Senior management, MySQL, Conceptualization, Mentor, Data analytics, Data Analyst, Gaming, Analytics, Python"
Data Analyst,Fintech Cloud,Noida,3-7 Yrs,3,7,4-9 Lacs,400000.0,900000.0,Data Analyst,"Metabase, Data Engineering, Power Bi, Data Visualization, Tableau, Data Analytics, ETL, aws, SQL, Python"
Data Analyst,Winzo,New Delhi,10-15 Yrs,10,15,Not Disclosed,0.0,0.0,Data Analyst,"Team management, MySQL, Conceptualization, Mentor, Data analytics, Data Analyst, Gaming, Analytics, Python"
Data Analyst,Energytech Ventures,Kolkata,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"Managed services, Excel, Process improvement, Data collection, HTTP, Data analytics, Data Analyst, Powerpoint, Analytics, Python"
Data Analyst,Bootcoding,Nagpur,1-6 Yrs,1,6,Not Disclosed,0.0,0.0,Data Analyst,"python, macros, data analysis, data analytics, data management, data mining, predictive analytics, power bi, machine learning, sql"
DATA ANALYST,Nutris Crop Solutions India,Satara,1-6 Yrs,1,6,Not Disclosed,0.0,0.0,Data Analyst,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, data integrity"
Workday Data Analyst,Nam Info,Chennai,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"Business process, Analytical skills, Data analysis, Data migration, Data conversion, Data management, Data analytics, Data Analyst, Stakeholder management, SQL"
Data Analyst,TIC Fiber,Chennai,3-6 Yrs,3,6,Not Disclosed,0.0,0.0,Data Analyst,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, data integrity"
Data Analyst,Lorven Technologies,Pune,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Analyst,"database maintenance, python, data analytics, data analysis, data management, data validation, data mining, business analysis, data integrity, machine learning"
Data Analyst,The Scholar,New Delhi,4-9 Yrs,4,9,Not Disclosed,0.0,0.0,Data Analyst,"SQL queries, Automation, Data management, Finance, Issue resolution, Data quality, Data analytics, Data Analyst, microsoft, Monitoring"
Data Analyst,Tattva Foundation,Lucknow,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, data integrity"
Data Analyst,Squareone Insights,Mumbai,2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, SAS, Report writing, Data collection, Packaging, power bi, Advanced Excel, Data analytics, SQL, Python"
Data Analyst,ST Courier,Chennai,10-20 Yrs,10,20,Not Disclosed,0.0,0.0,Data Analyst,"Analytical skills, Data modeling, Data analytics, Data Analyst, Analyst 2, Statistics"
Data Analyst,Admini Boosting Productivity,Siliguri,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, data integrity"
Data Analyst,Velodata Global,Madurai,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"database maintenance, python, data analysis, modeling, data analytics, bi, power bi, problem solving, machine learning, cleansing"
Data Analyst,Skill Hive Hub,Hyderabad,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"Computer science, Data analysis, Data validation, Analytical, Data Analyst, Data analytics, Internship, Analytics, SQL, Python"
Data Analyst,Talisman Hr Solutions,Mumbai (All Areas),2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"real-world data studies, Claims, Data Analysis, clinical trial design, Databricks, Data Analytics, Data Analyst"
Data Analyst - AI & Bedrock Specialization,Tekskills,Hyderabad,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"Natural Language Processing, Data Analysis, Data Analytics, Machine Learning, ML, Bedrock"
